raceId,driverId,pos,laps,time
2009-3,nelson-piquet-jr,5,16,96464
2009-3,felipe-massa,6,18,96528
2009-3,heikki-kovalainen,7,13,96547
2009-3,kazuki-nakajima,8,17,96560
2009-3,kimi-raikkonen,9,17,96568
2009-3,r-barrichello,10,17,96642
2009-3,nick-heidfeld,11,14,96702
2009-3,robert-kubica,12,14,96742
2009-3,sebastien-buemi,13,16,96742
2009-3,sebastien-bourdais,14,17,96834
2009-3,mark-webber,15,8,97330
2009-3,seb-vettel,16,7,97349
2009-3,adrian-sutil,17,17,97534
2009-3,giancarlo-fisichella,18,18,97732
2009-3,fernando-alonso,19,6,98003
2009-3,timo-glock,20,6,99110
2009-4,timo-glock,1,16,92605
2009-4,felipe-massa,2,20,92728
2009-4,nico-rosberg,3,18,92906
2009-4,lewis-hamilton,4,16,92975
2009-4,kimi-raikkonen,5,18,92986
2009-4,nelson-piquet-jr,6,19,93176
2009-4,robert-kubica,7,13,93195
2009-4,kazuki-nakajima,8,17,93302
2009-4,jarno-trulli,9,19,93397
2009-4,nick-heidfeld,10,14,93415
2009-4,seb-vettel,11,16,93443
2009-4,heikki-kovalainen,12,12,93478
2009-4,fernando-alonso,13,13,93482
2009-4,adrian-sutil,14,17,93534
2009-4,jenson-button,15,17,93586
2009-4,r-barrichello,16,17,93686
2009-4,sebastien-buemi,17,15,93720
2009-4,mark-webber,18,14,93726
2009-4,giancarlo-fisichella,19,15,93962
2009-4,sebastien-bourdais,20,7,94990
2009-5,felipe-massa,1,18,80553
2009-5,kimi-raikkonen,2,22,80635
2009-5,jenson-button,3,19,81050
2009-5,r-barrichello,4,17,81163
2009-5,robert-kubica,5,21,81239
2009-5,jarno-trulli,6,23,81256
2009-5,lewis-hamilton,7,16,81346
2009-5,timo-glock,8,26,81377
2009-5,sebastien-buemi,9,19,81424
2009-5,fernando-alonso,10,17,81499
2009-5,heikki-kovalainen,11,15,81519
2009-5,nico-rosberg,12,20,81594
2009-5,mark-webber,13,19,81629
2009-5,sebastien-bourdais,14,19,81649
2009-5,nelson-piquet-jr,15,18,81685
2009-5,seb-vettel,16,18,81689
2009-5,giancarlo-fisichella,17,19,81909
2009-5,kazuki-nakajima,18,19,82043
2009-5,adrian-sutil,19,19,82232
2009-5,nick-heidfeld,20,8,83457
2009-6,fernando-alonso,1,24,75164
2009-6,jenson-button,2,29,75233
2009-6,heikki-kovalainen,3,24,75278
2009-6,r-barrichello,4,26,75286
2009-6,felipe-massa,5,23,75293
2009-6,kimi-raikkonen,6,25,75382
2009-6,lewis-hamilton,7,23,75389
2009-6,seb-vettel,8,23,75722
2009-6,nico-rosberg,9,23,75758
2009-6,mark-webber,10,24,75985
2009-6,kazuki-nakajima,11,22,76103
2009-6,adrian-sutil,12,20,76228
2009-6,sebastien-bourdais,13,23,76301
2009-6,giancarlo-fisichella,14,29,76317
2009-6,nelson-piquet-jr,15,27,76382
2009-6,sebastien-buemi,16,22,76432
2009-6,timo-glock,17,29,76527
2009-6,robert-kubica,18,26,76599
2009-6,nick-heidfeld,19,22,76661
2009-6,jarno-trulli,20,26,76810
2009-7,felipe-massa,1,26,87983
2009-7,jarno-trulli,2,21,88022
2009-7,timo-glock,3,23,88094
2009-7,kazuki-nakajima,4,19,88122
2009-7,robert-kubica,5,20,88320
2009-7,r-barrichello,6,21,88332
2009-7,jenson-button,7,19,88360
2009-7,nico-rosberg,8,19,88364
2009-7,kimi-raikkonen,9,16,88415
2009-7,seb-vettel,10,18,88451
2009-7,nelson-piquet-jr,11,15,88503
2009-7,lewis-hamilton,12,19,88563
2009-7,mark-webber,13,18,88678
2009-7,nick-heidfeld,14,19,88715
2009-7,heikki-kovalainen,15,19,88738
2009-7,adrian-sutil,16,18,89050
2009-7,sebastien-bourdais,17,19,89076
2009-7,sebastien-buemi,18,21,89167
2009-7,fernando-alonso,19,15,89261
2009-7,giancarlo-fisichella,20,17,89421
2009-8,nico-rosberg,1,20,78899
2009-8,kazuki-nakajima,2,19,79102
2009-8,jarno-trulli,3,15,79125
2009-8,seb-vettel,4,15,79371
2009-8,felipe-massa,5,19,79596
2009-8,kimi-raikkonen,6,13,79855
2009-8,timo-glock,7,19,79868
2009-8,fernando-alonso,8,14,79917
2009-8,mark-webber,9,15,79946
2009-8,r-barrichello,10,14,80028
2009-8,lewis-hamilton,11,16,80048
2009-8,jenson-button,12,17,80157
2009-8,nelson-piquet-jr,13,18,80232
2009-8,sebastien-bourdais,14,17,80459
2009-8,adrian-sutil,15,15,80548
2009-8,giancarlo-fisichella,16,17,80572
2009-8,heikki-kovalainen,17,18,80638
2009-8,nick-heidfeld,18,20,80696
2009-8,sebastien-buemi,19,11,81024
2009-8,robert-kubica,20,13,81039
2009-9,lewis-hamilton,1,16,91121
2009-9,fernando-alonso,2,18,91340
2009-9,felipe-massa,3,20,91351
2009-9,seb-vettel,4,17,91542
2009-9,mark-webber,5,16,91610
2009-9,kimi-raikkonen,6,19,91615
2009-9,jarno-trulli,7,23,91620
2009-9,nico-rosberg,8,20,91690
2009-9,kazuki-nakajima,9,20,91731
2009-9,nick-heidfeld,10,21,91928
2009-9,jenson-button,11,22,92009
2009-9,timo-glock,12,20,92022
2009-9,adrian-sutil,13,20,92104
2009-9,r-barrichello,14,13,92124
2009-9,giancarlo-fisichella,15,21,92135
2009-9,nelson-piquet-jr,16,15,92223
2009-9,sebastien-buemi,17,23,92239
2009-9,robert-kubica,18,20,92269
2009-9,heikki-kovalainen,19,18,92742
2009-9,sebastien-bourdais,20,21,92883
2009-10,lewis-hamilton,1,19,81009
2009-10,nick-heidfeld,2,23,81408
2009-10,nico-rosberg,3,21,81509
2009-10,heikki-kovalainen,4,20,81655
2009-10,sebastien-buemi,5,23,81800
2009-10,timo-glock,6,12,81849
2009-10,felipe-massa,7,19,81911
2009-10,kazuki-nakajima,8,19,81935
2009-10,mark-webber,9,16,81936
2009-10,seb-vettel,10,21,81971
2009-10,robert-kubica,11,20,82076
2009-10,jarno-trulli,12,25,82097
2009-10,r-barrichello,13,22,82101
2009-10,nelson-piquet-jr,14,17,82210
2009-10,kimi-raikkonen,15,20,82270
2009-10,fernando-alonso,16,19,82274
2009-10,jenson-button,17,22,82312
2009-10,jaime-alguersuari,18,20,82391
2009-10,giancarlo-fisichella,19,23,82684
2009-10,adrian-sutil,20,16,83231
2009-11,adrian-sutil,1,12,99143
2009-11,kazuki-nakajima,2,12,99247
2009-11,robert-kubica,3,12,99513
2009-11,heikki-kovalainen,4,8,99553
2009-11,nico-rosberg,5,11,99732
2009-11,giancarlo-fisichella,6,12,99764
2009-11,jenson-button,7,10,99883
2009-11,lewis-hamilton,8,12,99950
2009-11,jarno-trulli,9,11,100017
2009-11,romain-grosjean,10,11,100088
2009-11,sebastien-buemi,11,12,100118
2009-11,r-barrichello,12,10,100192
2009-11,nick-heidfeld,13,12,100230
2009-11,kimi-raikkonen,14,12,100260
2009-11,fernando-alonso,15,9,100402
2009-11,timo-glock,16,10,100443
2009-11,mark-webber,17,10,100879
2009-11,seb-vettel,18,6,100916
2009-11,jaime-alguersuari,19,12,101125
2009-11,luca-badoer,20,14,102198
2009-12,nick-heidfeld,1,17,105388
2009-12,jarno-trulli,2,18,105462
2009-12,adrian-sutil,3,20,105677
2009-12,romain-grosjean,4,18,105878
2009-12,timo-glock,5,18,105908
2009-12,robert-kubica,6,18,105987
2009-12,nico-rosberg,7,19,106040
2009-12,giancarlo-fisichella,8,21,106114
2009-12,lewis-hamilton,9,17,106301
2009-12,jenson-button,10,20,106406
2009-12,kimi-raikkonen,11,19,106409
2009-12,sebastien-buemi,12,19,106417
2009-12,heikki-kovalainen,13,17,106462
2009-12,seb-vettel,14,14,106747
2009-12,jaime-alguersuari,15,22,106814
2009-12,r-barrichello,16,19,106815
2009-12,fernando-alonso,17,14,106926
2009-12,luca-badoer,18,20,107055
2009-12,kazuki-nakajima,19,19,107078
2009-12,mark-webber,20,3,
2009-13,adrian-sutil,1,21,83336
2009-13,jenson-button,2,21,83404
2009-13,nick-heidfeld,3,18,83490
2009-13,r-barrichello,4,20,83575
2009-13,lewis-hamilton,5,18,83633
2009-13,heikki-kovalainen,6,20,83803
2009-13,vitantonio-liuzzi,7,21,83849
2009-13,fernando-alonso,8,17,83915
2009-13,timo-glock,9,21,83959
2009-13,robert-kubica,10,18,83996
2009-13,romain-grosjean,11,15,84197
2009-13,kimi-raikkonen,12,20,84302
2009-13,jarno-trulli,13,17,84326
2009-13,kazuki-nakajima,14,20,84392
2009-13,sebastien-buemi,15,23,84572
2009-13,nico-rosberg,16,21,84621
2009-13,mark-webber,17,13,85154
2009-13,seb-vettel,18,16,85244
2009-13,jaime-alguersuari,19,10,85791
2009-13,giancarlo-fisichella,20,9,85951
2009-14,lewis-hamilton,1,15,107632
2009-14,seb-vettel,2,17,107909
2009-14,nico-rosberg,3,18,108332
2009-14,heikki-kovalainen,4,14,108420
2009-14,robert-kubica,5,16,108501
2009-14,nick-heidfeld,6,13,108526
2009-14,r-barrichello,7,16,108551
2009-14,timo-glock,8,17,108673
2009-14,sebastien-buemi,9,17,108754
2009-14,jarno-trulli,10,12,108757
2009-14,kazuki-nakajima,11,17,108831
2009-14,kimi-raikkonen,12,16,108864
2009-14,mark-webber,13,15,108876
2009-14,jenson-button,14,17,108921
2009-14,fernando-alonso,15,15,109032
2009-14,vitantonio-liuzzi,16,16,109055
2009-14,adrian-sutil,17,17,109122
2009-14,jaime-alguersuari,18,17,109399
2009-14,romain-grosjean,19,16,109641
2009-14,giancarlo-fisichella,20,21,110039
2009-15,jarno-trulli,1,24,91709
2009-15,sebastien-buemi,2,26,91771
2009-15,nico-rosberg,3,28,92343
2009-15,seb-vettel,4,19,92414
2009-15,kimi-raikkonen,5,26,92445
2009-15,adrian-sutil,6,25,92467
2009-15,r-barrichello,7,24,92488
2009-15,heikki-kovalainen,8,22,92546
2009-15,jenson-button,9,25,92668
2009-15,jaime-alguersuari,10,20,92689
2009-15,romain-grosjean,11,25,92717
2009-15,nick-heidfeld,12,21,92736
2009-15,fernando-alonso,13,21,92742
2009-15,timo-glock,14,26,92749
2009-15,kazuki-nakajima,15,23,92752
2009-15,lewis-hamilton,16,19,92789
2009-15,robert-kubica,17,20,92848
2009-15,giancarlo-fisichella,18,26,92878
2009-15,mark-webber,19,15,92930
2009-15,vitantonio-liuzzi,20,18,93167
2009-16,nico-rosberg,1,9,83182
2009-16,kazuki-nakajima,2,7,83832
2009-16,jenson-button,3,6,84122
2009-16,fernando-alonso,4,5,84125
2009-16,adrian-sutil,5,4,84149
2009-16,romain-grosjean,6,5,84389
2009-16,sebastien-buemi,7,5,84443
2009-16,jarno-trulli,8,5,84859
2009-16,nick-heidfeld,9,5,84867
2009-16,mark-webber,10,5,85440
2009-16,kimi-raikkonen,11,4,85508
2009-16,heikki-kovalainen,12,5,85685
2009-16,jaime-alguersuari,13,6,86224
2009-16,r-barrichello,14,4,86530
2009-16,seb-vettel,15,4,87047
2009-16,vitantonio-liuzzi,16,4,87341
2009-16,lewis-hamilton,17,4,87798
2009-16,giancarlo-fisichella,18,4,89285
2009-16,robert-kubica,19,3,89895
2009-16,kamui-kobayashi,20,4,90259
2009-17,jenson-button,1,21,100625
2009-17,lewis-hamilton,2,18,100627
2009-17,r-barrichello,3,20,100907
2009-17,sebastien-buemi,4,22,100934
2009-17,nick-heidfeld,5,18,101241
2009-17,heikki-kovalainen,6,20,101263
2009-17,jarno-trulli,7,23,101310
2009-17,robert-kubica,8,20,101322
2009-17,adrian-sutil,9,22,101372
2009-17,kimi-raikkonen,10,23,101373
2009-17,seb-vettel,11,19,101403
2009-17,nico-rosberg,12,22,101478
2009-17,kamui-kobayashi,13,24,101499
2009-17,vitantonio-liuzzi,14,20,101675
2009-17,mark-webber,15,15,101682
2009-17,fernando-alonso,16,19,101897
2009-17,kazuki-nakajima,17,21,102156
2009-17,romain-grosjean,18,19,102213
2009-17,giancarlo-fisichella,19,23,102351
2010-1,fernando-alonso,1,14,114099
2010-1,nico-rosberg,2,13,114368
2010-1,mark-webber,3,15,114500
2010-1,michael-schumacher,4,13,114533
2010-1,seb-vettel,5,16,114646
2010-1,felipe-massa,6,14,114739
2010-1,jenson-button,7,14,115000
2010-1,robert-kubica,8,15,115331
2010-1,vitantonio-liuzzi,9,11,115432
2010-1,nico-hulkenberg,10,13,115461
2010-1,adrian-sutil,11,13,115521
2010-1,lewis-hamilton,12,8,115860
2010-1,pedro-de-la-rosa,13,14,116063
2010-1,r-barrichello,14,15,116259
2010-1,sebastien-buemi,15,17,116295
2010-1,jaime-alguersuari,16,16,116504
2010-1,kamui-kobayashi,17,14,116530
2010-1,vitaly-petrov,18,16,116811
2010-1,timo-glock,19,10,119173
2010-1,heikki-kovalainen,20,15,119789
2010-1,jarno-trulli,21,5,121259
2010-1,bruno-senna,22,11,124001
2010-1,lucas-di-grassi,23,2,
2010-2,mark-webber,1,16,84719
2010-2,fernando-alonso,2,19,84929
2010-2,michael-schumacher,3,17,84963
2010-2,seb-vettel,4,19,85122
2010-2,nico-rosberg,5,16,85366
2010-2,jenson-button,6,20,85399
2010-2,lewis-hamilton,7,14,85505
2010-2,adrian-sutil,8,18,85525
2010-2,felipe-massa,9,20,85549
2010-2,vitantonio-liuzzi,10,19,85782
2010-2,r-barrichello,11,17,85852
2010-2,sebastien-buemi,12,21,86104
2010-2,robert-kubica,13,21,86184
2010-2,kamui-kobayashi,14,21,86275
2010-2,jaime-alguersuari,15,17,86368
2010-2,vitaly-petrov,16,19,86661
2010-2,nico-hulkenberg,17,19,86804
2010-2,pedro-de-la-rosa,18,18,86818
2010-2,heikki-kovalainen,19,19,89539
2010-2,jarno-trulli,20,16,89800
2010-2,lucas-di-grassi,21,18,90800
2010-2,timo-glock,22,12,91114
2010-2,karun-chandhok,23,11,94334
2010-2,bruno-senna,24,8,96649
2010-3,mark-webber,1,17,93542
2010-3,lewis-hamilton,2,14,93559
2010-3,seb-vettel,3,17,93587
2010-3,fernando-alonso,4,19,93751
2010-3,michael-schumacher,5,15,93992
2010-3,nico-rosberg,6,13,94090
2010-3,jenson-button,7,16,94113
2010-3,felipe-massa,8,15,94174
2010-3,r-barrichello,9,13,94540
2010-3,robert-kubica,10,17,94549
2010-3,adrian-sutil,11,11,94623
2010-3,sebastien-buemi,12,19,94673
2010-3,nico-hulkenberg,13,13,94882
2010-3,vitantonio-liuzzi,14,16,94957
2010-3,jaime-alguersuari,15,16,95026
2010-3,vitaly-petrov,16,17,95076
2010-3,pedro-de-la-rosa,17,18,95477
2010-3,kamui-kobayashi,18,19,96404
2010-3,timo-glock,19,15,97299
2010-3,jarno-trulli,20,16,97369
2010-3,heikki-kovalainen,21,18,98161
2010-3,lucas-di-grassi,22,13,98783
2010-3,bruno-senna,23,19,99868
2010-3,karun-chandhok,24,16,99895
2010-4,mark-webber,1,16,95323
2010-4,lewis-hamilton,2,12,95564
2010-4,seb-vettel,3,14,95691
2010-4,jenson-button,4,14,95747
2010-4,fernando-alonso,5,13,95857
2010-4,nico-rosberg,6,12,95913
2010-4,michael-schumacher,7,10,96262
2010-4,robert-kubica,8,16,96343
2010-4,felipe-massa,9,11,96416
2010-4,kamui-kobayashi,10,16,96634
2010-4,jaime-alguersuari,11,17,96879
2010-4,vitantonio-liuzzi,12,16,97031
2010-4,sebastien-buemi,13,18,97192
2010-4,adrian-sutil,14,18,97240
2010-4,vitaly-petrov,15,13,97339
2010-4,r-barrichello,16,13,97585
2010-4,pedro-de-la-rosa,17,19,97664
2010-4,nico-hulkenberg,18,14,97784
2010-4,timo-glock,19,15,99579
2010-4,heikki-kovalainen,20,17,99616
2010-4,lucas-di-grassi,21,13,99749
2010-4,jarno-trulli,22,16,99776
2010-4,bruno-senna,23,19,100316
2010-4,karun-chandhok,24,18,101141
2010-5,seb-vettel,1,15,80528
2010-5,mark-webber,2,11,81232
2010-5,lewis-hamilton,3,14,81348
2010-5,jenson-button,4,16,81376
2010-5,michael-schumacher,5,14,81583
2010-5,felipe-massa,6,16,81749
2010-5,nico-rosberg,7,14,82013
2010-5,fernando-alonso,8,15,82091
2010-5,robert-kubica,9,20,82242
2010-5,adrian-sutil,10,12,82377
2010-5,sebastien-buemi,11,18,82400
2010-5,kamui-kobayashi,12,11,82412
2010-5,pedro-de-la-rosa,13,20,82527
2010-5,nico-hulkenberg,14,16,82634
2010-5,jaime-alguersuari,15,20,82926
2010-5,r-barrichello,16,16,82953
2010-5,vitantonio-liuzzi,17,12,83597
2010-5,vitaly-petrov,18,5,83896
2010-5,jarno-trulli,19,14,84610
2010-5,heikki-kovalainen,20,11,84745
2010-5,timo-glock,21,15,85722
2010-5,lucas-di-grassi,22,14,85855
2010-5,karun-chandhok,23,18,86611
2010-5,bruno-senna,24,6,90246
2010-6,robert-kubica,1,26,74806
2010-6,felipe-massa,2,22,74852
2010-6,mark-webber,3,25,74945
2010-6,lewis-hamilton,4,25,75038
2010-6,seb-vettel,5,26,75046
2010-6,michael-schumacher,6,22,75236
2010-6,nico-rosberg,7,20,75252
2010-6,sebastien-buemi,8,22,75537
2010-6,adrian-sutil,9,14,75659
2010-6,jenson-button,10,22,75682
2010-6,vitantonio-liuzzi,11,19,75691
2010-6,jaime-alguersuari,12,27,75769
2010-6,nico-hulkenberg,13,24,76164
2010-6,r-barrichello,14,21,76232
2010-6,vitaly-petrov,15,27,76240
2010-6,fernando-alonso,16,6,76266
2010-6,kamui-kobayashi,17,26,76644
2010-6,pedro-de-la-rosa,18,23,76696
2010-6,heikki-kovalainen,19,18,77782
2010-6,jarno-trulli,20,26,77865
2010-6,lucas-di-grassi,21,25,78063
2010-6,bruno-senna,22,25,79720
2010-6,karun-chandhok,23,21,79781
2010-6,timo-glock,24,3,
2010-7,seb-vettel,1,18,87086
2010-7,nico-rosberg,2,16,87359
2010-7,lewis-hamilton,3,14,87396
2010-7,mark-webber,4,15,87553
2010-7,robert-kubica,5,20,87784
2010-7,fernando-alonso,6,18,87861
2010-7,michael-schumacher,7,16,87879
2010-7,jenson-button,8,17,87963
2010-7,felipe-massa,9,20,87969
2010-7,vitaly-petrov,10,18,88344
2010-7,sebastien-buemi,11,22,88610
2010-7,pedro-de-la-rosa,12,21,88652
2010-7,jaime-alguersuari,13,21,88734
2010-7,kamui-kobayashi,14,20,89036
2010-7,nico-hulkenberg,15,18,89044
2010-7,vitantonio-liuzzi,16,15,89211
2010-7,r-barrichello,17,14,89305
2010-7,jarno-trulli,18,19,90618
2010-7,heikki-kovalainen,19,22,90884
2010-7,timo-glock,20,21,91341
2010-7,lucas-di-grassi,21,16,92180
2010-7,bruno-senna,22,22,92230
2010-7,karun-chandhok,23,19,92762
2010-7,adrian-sutil,24,1,
2010-8,lewis-hamilton,1,15,76058
2010-8,mark-webber,2,16,76340
2010-8,fernando-alonso,3,19,76495
2010-8,michael-schumacher,4,15,76536
2010-8,seb-vettel,5,16,76582
2010-8,robert-kubica,6,18,76653
2010-8,adrian-sutil,7,15,76673
2010-8,jenson-button,8,16,76699
2010-8,vitantonio-liuzzi,9,15,76814
2010-8,vitaly-petrov,10,18,76982
2010-8,nico-hulkenberg,11,16,77121
2010-8,felipe-massa,12,16,77231
2010-8,jaime-alguersuari,13,22,77331
2010-8,kamui-kobayashi,14,20,77548
2010-8,pedro-de-la-rosa,15,16,77609
2010-8,sebastien-buemi,16,21,77633
2010-8,r-barrichello,17,18,77789
2010-8,nico-rosberg,18,4,77979
2010-8,jarno-trulli,19,15,79013
2010-8,heikki-kovalainen,20,16,79447
2010-8,timo-glock,21,22,79536
2010-8,lucas-di-grassi,22,20,79844
2010-8,bruno-senna,23,18,80325
2010-8,karun-chandhok,24,1,
2010-9,seb-vettel,1,14,98052
2010-9,robert-kubica,2,17,98154
2010-9,mark-webber,3,13,98313
2010-9,adrian-sutil,4,17,98500
2010-9,fernando-alonso,5,18,98513
2010-9,r-barrichello,6,15,98623
2010-9,vitantonio-liuzzi,7,17,98676
2010-9,felipe-massa,8,16,98686
2010-9,jenson-button,9,16,98769
2010-9,lewis-hamilton,10,15,98816
2010-9,nico-rosberg,11,15,98822
2010-9,sebastien-buemi,12,16,99050
2010-9,nico-hulkenberg,13,15,99105
2010-9,vitaly-petrov,14,16,99113
2010-9,michael-schumacher,15,14,99222
2010-9,jaime-alguersuari,16,18,99392
2010-9,kamui-kobayashi,17,16,99527
2010-9,pedro-de-la-rosa,18,16,99699
2010-9,heikki-kovalainen,19,19,101303
2010-9,jarno-trulli,20,20,101428
2010-9,timo-glock,21,17,101955
2010-9,lucas-di-grassi,22,18,102354
2010-9,bruno-senna,23,18,102611
2010-9,karun-chandhok,24,19,102622
2010-10,seb-vettel,1,14,90958
2010-10,mark-webber,2,15,90992
2010-10,fernando-alonso,3,10,91101
2010-10,nico-rosberg,4,15,91188
2010-10,felipe-massa,5,16,91240
2010-10,robert-kubica,6,18,91519
2010-10,lewis-hamilton,7,16,91549
2010-10,michael-schumacher,8,14,91555
2010-10,pedro-de-la-rosa,9,18,91559
2010-10,r-barrichello,10,16,91581
2010-10,vitaly-petrov,11,17,91698
2010-10,jenson-button,12,16,91703
2010-10,nico-hulkenberg,13,17,91867
2010-10,kamui-kobayashi,14,16,91947
2010-10,adrian-sutil,15,13,91994
2010-10,sebastien-buemi,16,18,92235
2010-10,jaime-alguersuari,17,20,92331
2010-10,vitantonio-liuzzi,18,18,92723
2010-10,heikki-kovalainen,19,20,94339
2010-10,lucas-di-grassi,20,17,95479
2010-10,jarno-trulli,21,11,96098
2010-10,karun-chandhok,22,16,96286
2010-10,timo-glock,23,6,96640
2010-10,sakon-yamamoto,24,18,97178
2010-11,seb-vettel,1,18,75103
2010-11,fernando-alonso,2,21,75387
2010-11,mark-webber,3,16,75708
2010-11,felipe-massa,4,20,75854
2010-11,nico-rosberg,5,20,76046
2010-11,lewis-hamilton,6,13,76207
2010-11,michael-schumacher,7,16,76473
2010-11,r-barrichello,8,23,76481
2010-11,robert-kubica,9,20,76646
2010-11,nico-hulkenberg,10,17,76743
2010-11,kamui-kobayashi,11,19,76882
2010-11,sebastien-buemi,12,21,76990
2010-11,jenson-button,13,15,77037
2010-11,vitaly-petrov,14,20,77148
2010-11,pedro-de-la-rosa,15,19,77220
2010-11,jaime-alguersuari,16,21,77341
2010-11,vitantonio-liuzzi,17,22,77538
2010-11,heikki-kovalainen,18,11,79193
2010-11,jarno-trulli,19,10,79607
2010-11,bruno-senna,20,9,80533
2010-11,sakon-yamamoto,21,14,81538
2010-11,lucas-di-grassi,22,10,83444
2010-11,timo-glock,23,7,83873
2010-11,adrian-sutil,24,2,
2010-12,mark-webber,1,17,79574
2010-12,seb-vettel,2,15,80058
2010-12,fernando-alonso,3,19,80724
2010-12,robert-kubica,4,19,81066
2010-12,felipe-massa,5,16,81264
2010-12,lewis-hamilton,6,17,81376
2010-12,vitaly-petrov,7,15,81399
2010-12,nico-rosberg,8,18,81422
2010-12,jenson-button,9,18,81473
2010-12,nico-hulkenberg,10,18,81513
2010-12,r-barrichello,11,19,81705
2010-12,michael-schumacher,12,15,81939
2010-12,pedro-de-la-rosa,13,21,82151
2010-12,kamui-kobayashi,14,20,82337
2010-12,jaime-alguersuari,15,19,82427
2010-12,sebastien-buemi,16,22,82508
2010-12,adrian-sutil,17,14,82918
2010-12,vitantonio-liuzzi,18,8,83708
2010-12,lucas-di-grassi,19,19,84547
2010-12,jarno-trulli,20,22,84576
2010-12,heikki-kovalainen,21,22,84623
2010-12,timo-glock,22,17,84805
2010-12,bruno-senna,23,21,86479
2010-12,sakon-yamamoto,24,21,87176
2010-13,mark-webber,1,10,106106
2010-13,lewis-hamilton,2,17,106223
2010-13,seb-vettel,3,12,106396
2010-13,jenson-button,4,17,106397
2010-13,robert-kubica,5,17,106492
2010-13,fernando-alonso,6,11,106627
2010-13,felipe-massa,7,10,106962
2010-13,adrian-sutil,8,15,107064
2010-13,nico-hulkenberg,9,16,107160
2010-13,kamui-kobayashi,10,17,107296
2010-13,pedro-de-la-rosa,11,15,107388
2010-13,vitaly-petrov,12,15,107406
2010-13,r-barrichello,13,14,107512
2010-13,michael-schumacher,14,16,107695
2010-13,nico-rosberg,15,9,107837
2010-13,sebastien-buemi,16,20,107905
2010-13,jaime-alguersuari,17,18,107981
2010-13,vitantonio-liuzzi,18,8,108692
2010-13,jarno-trulli,19,14,110600
2010-13,bruno-senna,20,9,111133
2010-13,heikki-kovalainen,21,14,111384
2010-13,lucas-di-grassi,22,13,111517
2010-13,timo-glock,23,10,111669
2010-13,sakon-yamamoto,24,13,112001
2010-14,lewis-hamilton,1,19,82498
2010-14,seb-vettel,2,21,82545
2010-14,fernando-alonso,3,15,82644
2010-14,felipe-massa,4,16,82648
2010-14,jenson-button,5,19,82724
2010-14,nico-rosberg,6,17,82946
2010-14,mark-webber,7,9,83082
2010-14,nico-hulkenberg,8,18,83129
2010-14,robert-kubica,9,20,83209
2010-14,adrian-sutil,10,19,83303
2010-14,r-barrichello,11,19,83450
2010-14,sebastien-buemi,12,20,83673
2010-14,michael-schumacher,13,21,83896
2010-14,kamui-kobayashi,14,24,83908
2010-14,jaime-alguersuari,15,17,83909
2010-14,vitaly-petrov,16,19,83967
2010-14,pedro-de-la-rosa,17,19,84191
2010-14,vitantonio-liuzzi,18,15,84439
2010-14,jarno-trulli,19,14,85788
2010-14,heikki-kovalainen,20,16,85925
2010-14,timo-glock,21,18,86434
2010-14,lucas-di-grassi,22,19,86682
2010-14,bruno-senna,23,18,87471
2010-14,sakon-yamamoto,24,14,88730
2010-15,seb-vettel,1,15,108028
2010-15,fernando-alonso,2,16,108650
2010-15,lewis-hamilton,3,12,109000
2010-15,felipe-massa,4,18,109023
2010-15,nico-rosberg,5,17,109056
2010-15,mark-webber,6,13,109212
2010-15,nico-hulkenberg,7,17,109304
2010-15,robert-kubica,8,16,109520
2010-15,adrian-sutil,9,15,109916
2010-15,sebastien-buemi,10,16,109949
2010-15,vitaly-petrov,11,15,110040
2010-15,r-barrichello,12,16,110053
2010-15,jenson-button,13,12,110060
2010-15,jaime-alguersuari,14,16,110067
2010-15,michael-schumacher,15,14,110067
2010-15,vitantonio-liuzzi,16,16,110868
2010-15,nick-heidfeld,17,15,111016
2010-15,kamui-kobayashi,18,17,111027
2010-15,timo-glock,19,14,112340
2010-15,heikki-kovalainen,20,15,113146
2010-15,lucas-di-grassi,21,15,113297
2010-15,jarno-trulli,22,17,113681
2010-15,christian-klien,23,16,114826
2010-15,bruno-senna,24,16,115367
2010-16,jaime-alguersuari,1,9,115902
2010-16,timo-glock,2,6,127497
2010-16,lucas-di-grassi,3,1,
2010-16,sakon-yamamoto,4,1,
2010-16,bruno-senna,5,1,
2010-16,sebastien-buemi,6,4,
2010-16,nick-heidfeld,7,1,
2010-16,felipe-massa,8,1,
2010-16,nico-hulkenberg,9,2,
2010-16,r-barrichello,10,1,
2010-16,kamui-kobayashi,11,1,
2010-16,heikki-kovalainen,12,1,
2010-16,nico-rosberg,13,1,
2010-16,vitantonio-liuzzi,14,1,
2010-16,mark-webber,15,1,
2010-16,michael-schumacher,16,1,
2010-16,fernando-alonso,17,1,
2010-16,vitaly-petrov,18,1,
2010-16,jenson-button,19,3,
2010-16,jarno-trulli,20,1,
2010-16,seb-vettel,21,1,
2010-16,adrian-sutil,22,1,
2010-16,robert-kubica,23,2,
2010-16,lewis-hamilton,24,3,
2010-17,robert-kubica,1,15,97354
2010-17,lewis-hamilton,2,16,97402
2010-17,fernando-alonso,3,15,97426
2010-17,mark-webber,4,13,97441
2010-17,nico-rosberg,5,12,97629
2010-17,felipe-massa,6,16,97955
2010-17,jenson-button,7,15,98419
2010-17,nico-hulkenberg,8,17,98501
2010-17,michael-schumacher,9,12,98630
2010-17,adrian-sutil,10,18,98632
